City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
481,Lebanon,US,36.2081,-86.2911,67.96,82,40,3.44,scattered clouds
482,Boende,CD,-0.2167,20.8667,72.14,97,100,2.42,overcast clouds
483,Beyneu,KZ,45.3167,55.2,16.11,80,2,11.52,clear sky
484,Olinda,BR,-8.0089,-34.8553,74.93,100,75,5.75,moderate rain
485,Mount Isa,AU,-20.7333,139.5,87.57,27,100,9.22,overcast clouds
486,Aykhal,RU,66.0,111.5,-31.59,100,85,1.97,overcast clouds
487,Vryburg,ZA,-26.9566,24.7284,67.41,68,6,20.92,clear sky
488,Balocawehay,PH,10.7221,124.9678,78.15,90,100,7.36,overcast clouds
489,Florida,US,28.7505,-82.5001,64.02,86,0,6.55,clear sky
490,Hobyo,SO,5.3505,48.5268,77.74,75,41,12.12,scattered clouds
491,Devonport,AU,-41.1667,146.35,70.0,33,24,7.7,few clouds
492,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,75.79,92,98,2.77,overcast clouds
493,Kumluca,TR,36.3703,30.2869,49.68,68,22,6.67,few clouds
494,Roanoke Rapids,US,36.4615,-77.6542,64.35,79,38,11.77,scattered clouds
495,Nizhneivkino,RU,58.194,49.5214,14.76,88,96,14.05,overcast clouds
496,Tocache,PE,-8.1842,-76.5125,75.78,78,79,1.05,broken clouds
497,Malacky,SK,48.436,17.0219,32.38,77,100,4.99,overcast clouds
498,Guerrero Negro,MX,27.9769,-114.0611,60.48,70,90,11.3,overcast clouds
499,Biak,ID,-0.9131,122.8766,84.63,62,100,4.18,overcast clouds
500,Riberalta,BO,-10.9833,-66.1,80.65,78,100,0.58,overcast clouds
501,Portland,US,45.5234,-122.6762,39.74,92,90,1.01,overcast clouds
502,Preobrazheniye,RU,42.9019,133.9064,6.89,45,2,9.93,clear sky
503,Corrientes,AR,-27.4806,-58.8341,80.02,67,0,3.44,clear sky
504,Bhatkal,IN,13.9667,74.5667,73.49,51,5,3.27,clear sky
505,Muli,MV,2.9167,73.5667,81.55,63,67,15.84,broken clouds
506,Altay,CN,47.8667,88.1167,12.88,51,35,7.29,scattered clouds
507,Novo Aripuana,BR,-5.1206,-60.3797,74.7,98,100,2.51,overcast clouds
508,Havelock,US,34.8791,-76.9013,63.01,81,1,5.01,clear sky
509,Ouegoa,NC,-20.35,164.4333,85.33,66,78,7.67,broken clouds
510,Ariquemes,BR,-9.9133,-63.0408,78.49,87,100,2.3,overcast clouds
511,Newport,GB,51.5877,-2.9984,50.83,94,100,5.1,overcast clouds
512,Yuncheng,CN,35.0231,110.9928,26.26,12,0,12.64,clear sky
513,Kemise,ET,10.7167,39.8667,61.97,45,63,3.38,broken clouds
514,Wahpeton,US,46.2652,-96.6059,12.92,85,90,11.5,overcast clouds
515,Corn Island,NI,12.1694,-83.0418,80.51,78,42,18.45,scattered clouds
516,Nemuro,JP,43.3236,145.575,23.43,64,100,21.12,overcast clouds
517,Sobolevo,RU,54.4299,31.8996,17.06,92,100,15.61,overcast clouds
518,Rock Sound,BS,24.9,-76.2,73.35,62,0,10.85,clear sky
519,Mangan,IN,27.5167,88.5333,52.02,51,86,3.29,overcast clouds
520,Yantal,RU,56.8471,105.2542,-13.54,91,19,2.95,few clouds
521,Tokur,RU,53.1333,132.9,-25.47,90,76,1.43,broken clouds
522,Suamico,US,44.6319,-88.0393,33.49,64,90,5.75,overcast clouds
523,Barranca,PE,-10.75,-77.7667,68.2,83,98,7.23,overcast clouds
524,Rosarito,MX,32.3333,-117.0333,56.35,70,100,9.31,overcast clouds
525,Kampong Thum,KH,12.7111,104.8887,76.19,78,50,9.22,scattered clouds
526,Sisimiut,GL,66.9395,-53.6735,21.94,62,0,5.28,clear sky
527,Parabel,RU,58.6978,81.4825,-13.49,99,24,4.25,few clouds
528,Ocala,US,29.1872,-82.1401,63.34,88,1,4.61,clear sky
529,Cetraro,IT,39.5166,15.9416,56.25,74,100,3.58,overcast clouds
530,Luena,AO,-11.7833,19.9167,59.59,98,80,2.01,broken clouds
531,Tiznit,MA,29.5833,-9.5,58.03,76,100,1.9,overcast clouds
532,San Pedro Del Pinatar,ES,37.8357,-0.791,62.2,81,100,5.99,overcast clouds
533,Wolsztyn,PL,52.1155,16.1171,16.92,89,5,2.44,clear sky
534,Sikasso,ML,10.9167,-7.0,73.35,19,100,4.61,overcast clouds
535,Awbari,LY,26.5921,12.7805,51.49,42,45,8.81,scattered clouds
536,Artvin,TR,41.1667,41.8333,36.68,82,36,6.15,scattered clouds
537,Atar,MR,20.5169,-13.0499,66.27,25,0,6.24,clear sky
538,Ambulu,ID,-8.345,113.6058,83.25,76,97,7.38,overcast clouds
539,Bubaque,GW,11.2833,-15.8333,79.32,73,100,7.54,overcast clouds
540,Le Port,RE,-20.9373,55.2919,77.61,81,57,0.56,broken clouds
541,Zhongshu,CN,24.5167,103.7667,48.81,98,100,4.23,overcast clouds
542,Samana,DO,19.2056,-69.3369,74.64,89,22,6.13,few clouds
543,Morros,BR,-9.4467,-46.3003,70.2,95,100,5.55,overcast clouds
544,Nagorsk,RU,59.3172,50.8078,20.05,83,100,16.28,light snow
545,Agadez,NE,19.75,10.25,59.7,24,100,4.52,overcast clouds
546,Yaguajay,CU,22.3272,-79.2378,72.81,85,21,10.69,few clouds
547,Dharchula,IN,29.85,80.5333,42.66,34,18,7.52,few clouds
548,Tabou,CI,4.423,-7.3528,79.18,82,11,5.53,few clouds
549,Sangar,RU,63.9242,127.4739,-55.8,100,69,1.3,broken clouds
550,Jablah,SY,35.3614,35.9256,44.89,81,0,4.61,clear sky
551,Khirkiya,IN,22.1674,76.8605,59.67,62,1,5.26,clear sky
552,Safaga,EG,26.7292,33.9365,55.35,51,0,16.02,clear sky
553,Ada,US,43.4166,-116.1262,34.99,84,90,18.99,light snow
554,Sandwick,GB,60.0,-1.25,37.22,60,20,9.22,few clouds
555,Warangal,IN,18.0,79.5833,65.08,88,0,5.32,clear sky
556,Metu,ET,8.3,35.5833,60.8,90,98,1.86,overcast clouds
557,Atyashevo,RU,54.5644,46.0691,5.4,94,6,8.95,clear sky
558,Halifax,CA,44.6453,-63.5724,29.08,66,91,1.99,overcast clouds
559,Carballo,ES,43.213,-8.691,55.0,90,69,5.61,broken clouds
560,Gillette,US,44.2911,-105.5022,31.8,72,1,4.61,clear sky
561,Pevek,RU,69.7008,170.3133,-15.63,94,100,5.53,overcast clouds
562,Gladstone,AU,-23.85,151.25,87.78,65,90,8.05,overcast clouds
563,Sumbe,AO,-11.2061,13.8437,74.73,81,100,6.87,light rain
564,Alyangula,AU,-13.8483,136.4192,80.47,100,75,8.05,moderate rain
565,Qaqortoq,GL,60.7167,-46.0333,45.1,55,100,13.58,overcast clouds
566,Maragogi,BR,-9.0122,-35.2225,79.14,85,99,7.65,moderate rain
567,Gold Coast,AU,-28.0,153.4333,85.15,78,100,3.0,overcast clouds
568,Homer,US,59.6425,-151.5483,33.04,77,90,4.61,overcast clouds
569,Majene,ID,-3.5403,118.9707,87.17,61,40,10.65,scattered clouds
570,Mandera,KE,3.9366,41.867,78.4,65,14,9.35,few clouds
571,Istmina,CO,5.1605,-76.684,73.26,98,80,3.15,broken clouds
572,Yar-Sale,RU,66.8333,70.8333,-8.59,95,80,11.5,broken clouds
573,Susanville,US,40.4163,-120.653,31.84,94,75,0.0,light snow
574,Koumac,NC,-20.5667,164.2833,84.96,64,67,6.24,broken clouds
575,Bonthe,SL,7.5264,-12.505,78.69,80,19,2.51,few clouds
576,Lunino,RU,53.5918,45.2271,1.0,99,51,6.06,broken clouds
577,Gurlan,UZ,41.8447,60.3919,21.27,90,36,4.61,scattered clouds
578,Kansk,RU,56.2017,95.7175,-19.61,99,98,1.7,overcast clouds
579,Kota Tinggi,MY,1.7381,103.8999,82.44,82,96,7.09,overcast clouds
580,Druzhba,UA,52.0428,33.9453,13.73,96,59,8.43,broken clouds
581,Cangucu,BR,-31.395,-52.6756,62.94,80,11,4.7,few clouds
582,Sawtell,AU,-30.3833,153.1,82.72,79,34,10.36,scattered clouds
583,Hamilton,US,39.1834,-84.5333,55.63,92,40,1.01,scattered clouds
584,Hualmay,PE,-11.0964,-77.6139,68.09,86,66,7.83,broken clouds
585,Turukhansk,RU,65.8167,87.9833,-9.26,99,99,7.92,overcast clouds
586,Ubinskoye,RU,55.3068,79.6802,11.28,92,100,7.4,overcast clouds
587,Kasongo-Lunda,CD,-6.4667,16.8167,69.22,98,81,0.45,broken clouds
588,Valdivia,CL,-39.8142,-73.2459,71.69,71,0,3.18,clear sky
589,Wewak,PG,-3.5534,143.6268,84.09,80,98,9.82,moderate rain
590,Mayo,US,38.8876,-76.5119,65.1,90,90,8.99,light rain
591,Filingue,NE,14.3521,3.3168,72.9,17,100,7.85,overcast clouds
592,Waterloo,CA,43.4668,-80.5164,39.83,89,90,7.0,overcast clouds
593,Makakilo City,US,21.3469,-158.0858,79.12,56,20,10.36,few clouds
594,Derzhavinsk,KZ,51.1,66.3167,-9.17,100,86,6.08,overcast clouds
595,Haines Junction,CA,60.7522,-137.5108,-4.05,77,100,0.0,light snow
596,Avera,US,33.194,-82.5271,69.67,83,3,10.02,clear sky
597,Ust-Maya,RU,60.4167,134.5333,-47.13,97,94,1.12,overcast clouds
598,Carndonagh,IE,55.25,-7.2667,39.83,95,100,20.98,light rain
599,Mago,RU,53.2514,140.1822,-12.44,83,96,6.82,overcast clouds
600,Alugan,PH,12.2188,125.4808,80.69,83,44,15.61,scattered clouds
601,Tuensang,IN,26.2833,94.8333,53.02,84,28,2.3,scattered clouds
602,Mareeba,AU,-17.0,145.4333,88.52,90,100,3.98,overcast clouds
603,Botucatu,BR,-22.8858,-48.445,61.95,73,0,4.68,clear sky
604,Isangel,VU,-19.55,169.2667,86.11,74,50,4.61,scattered clouds
605,Dourdan,FR,48.5277,2.0111,48.25,96,100,5.3,overcast clouds
606,Pryazha,RU,61.6926,33.6216,-6.57,99,100,2.82,overcast clouds
607,Ransang,PH,8.9603,117.5828,83.21,70,100,2.21,overcast clouds
608,Imeni Poliny Osipenko,RU,52.4201,136.4853,-21.78,92,22,1.23,few clouds
609,Phek,IN,25.6667,94.5,39.88,95,23,1.81,few clouds
610,La Rioja,ES,42.25,-2.5,38.05,85,100,4.41,overcast clouds
611,La Romana,DO,18.4273,-68.9728,75.56,94,20,0.0,few clouds
612,Cassilandia,BR,-19.1133,-51.7342,68.86,65,0,2.68,clear sky
613,Nichinan,JP,31.6,131.3667,40.68,48,3,15.73,clear sky
614,Abalak,RU,58.1286,68.5944,-9.2,96,11,5.32,few clouds
615,Brenham,US,30.1669,-96.3977,70.79,81,90,0.0,overcast clouds
616,Jales,BR,-20.2689,-50.5458,69.24,58,0,4.12,clear sky
617,General Roca,AR,-39.0333,-67.5833,77.4,13,0,7.83,clear sky
618,Mao,ES,39.8885,4.2658,57.76,100,0,5.75,clear sky
619,Birjand,IR,32.8663,59.2211,25.27,46,0,6.91,clear sky
620,Tekeli,KZ,44.83,78.8239,25.77,63,99,9.48,overcast clouds
621,Ostrovskoye,RU,57.8057,42.2433,6.1,92,100,9.98,overcast clouds
622,Xuddur,SO,4.1213,43.8894,69.78,83,100,13.56,overcast clouds
623,Dzilam Gonzalez,MX,21.2833,-88.9333,70.54,80,0,6.33,clear sky
624,Perbaungan,ID,3.5679,98.956,78.91,77,100,5.3,overcast clouds
625,Kita,ML,13.0349,-9.4895,71.73,16,100,4.47,overcast clouds
626,Tvoroyri,FO,61.5556,-6.8111,36.79,58,90,21.74,overcast clouds
627,Gualaquiza,EC,-3.4,-78.55,63.77,98,66,1.66,broken clouds
628,Tangkak,MY,2.2673,102.5453,80.47,83,100,5.1,overcast clouds
629,Kavaratti,IN,10.5669,72.642,81.21,66,99,9.08,overcast clouds
630,Puerto Escondido,MX,15.85,-97.0667,79.63,69,1,0.0,clear sky
631,Moctezuma,MX,29.8,-109.6667,64.4,57,76,3.67,broken clouds
632,Sakakah,SA,29.9697,40.2064,44.17,75,0,5.61,clear sky
633,Alekseyevsk,RU,57.8406,108.3492,-10.82,96,100,2.53,overcast clouds
634,Ranfurly,NZ,-45.1333,170.1,69.06,39,0,18.81,clear sky
635,Lagos,NG,6.5833,3.75,82.72,89,25,3.15,scattered clouds
636,San Miguel,SV,13.4833,-88.1833,71.71,73,5,3.06,clear sky
637,Krasnoselkup,RU,65.7,82.4667,-11.76,97,92,10.13,overcast clouds
638,Riachao Das Neves,BR,-11.7461,-44.91,69.51,100,100,2.53,overcast clouds
639,Colares,PT,38.7992,-9.4469,58.89,79,100,13.0,overcast clouds
640,Novobiryusinskiy,RU,56.9578,97.7076,-10.48,95,100,2.26,overcast clouds
641,Waddan,LY,29.1614,16.139,52.86,42,62,6.31,broken clouds
642,Fort Wellington,GY,6.4,-57.6,76.39,85,24,7.87,few clouds
643,Requena,ES,39.4883,-1.1004,51.13,95,100,4.5,overcast clouds
644,Constitucion,CL,-35.3333,-72.4167,60.87,74,6,8.63,clear sky
645,Praia Da Vitoria,PT,38.7333,-27.0667,66.45,88,75,34.09,broken clouds
646,Bonavista,CA,48.6499,-53.1147,28.11,85,100,22.55,snow
647,Rawlins,US,41.7911,-107.2387,34.02,69,75,9.22,broken clouds
648,Tarakan,ID,3.3,117.6333,78.3,94,75,5.75,broken clouds
649,Piotrkow Trybunalski,PL,51.4055,19.7032,18.18,88,5,4.27,clear sky
650,Mitsamiouli,KM,-11.3847,43.2844,81.59,71,12,13.24,few clouds
651,Saraland,US,30.8207,-88.0706,66.31,87,0,6.2,clear sky
652,Quirinopolis,BR,-18.4483,-50.4517,68.74,64,0,1.21,clear sky
653,Kontagora,NG,10.3999,5.4695,70.77,21,77,4.65,broken clouds
654,Bulolo,PG,-7.2,146.65,75.99,91,100,1.7,overcast clouds
655,Roma,US,43.2128,-75.4557,40.73,97,90,0.0,moderate rain
656,Quatre Cocos,MU,-20.2078,57.7625,76.08,78,100,3.47,overcast clouds
657,Catamarca,AR,-28.4696,-65.7852,82.04,35,93,9.42,overcast clouds
658,Atherton,GB,53.5237,-2.4935,39.29,92,100,5.99,moderate rain
659,Khorinsk,RU,52.1657,109.7726,-9.62,93,44,3.91,scattered clouds
660,De Aar,ZA,-30.6497,24.0123,66.72,65,0,17.87,clear sky
661,Aksu,CN,41.1231,80.2644,20.46,65,79,2.84,broken clouds
662,Kaniama,CD,-7.5667,24.1833,66.02,96,100,1.79,overcast clouds
663,Port Hardy,CA,50.6996,-127.4199,26.6,74,90,10.36,light snow
664,Dwarka,IN,22.2394,68.9678,70.92,81,56,6.78,broken clouds
665,Chifeng,CN,42.2683,118.9636,7.03,49,7,11.12,clear sky
666,Kosa,RU,59.9445,54.9977,15.53,91,100,16.8,light snow
667,Tingo Maria,PE,-9.2895,-76.0088,70.9,95,64,2.62,light rain
