City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
139,San Rafael,AR,2021-12-22 02:20:00,-34.6177,-68.3301,80.2,33,53,16.33
140,Lodwar,KE,2021-12-22 02:20:00,3.1191,35.5973,79.5,56,83,2.26
141,Buala,SB,2021-12-22 02:20:00,-8.145,159.5921,86.4,71,83,6.08
142,Oranjestad,AW,2021-12-22 02:20:01,12.524,-70.027,79.92,82,11,3.0
143,Angoche,MZ,2021-12-22 02:20:01,-16.2325,39.9086,77.07,75,72,5.26
144,Dubbo,AU,2021-12-22 02:15:02,-32.25,148.6167,87.93,37,100,8.05
145,Tuy Hoa,VN,2021-12-22 02:20:01,13.0833,109.3,73.98,86,99,5.88
146,Ambulu,ID,2021-12-22 02:20:02,-8.345,113.6058,83.19,69,100,1.16
147,Vestmanna,FO,2021-12-22 02:20:02,62.1564,-7.1664,31.12,86,90,4.61
148,Thanh Hoa,VN,2021-12-22 02:20:02,19.8,105.7667,69.55,62,68,3.49
149,Tasiilaq,GL,2021-12-22 02:20:03,65.6145,-37.6368,33.96,51,58,5.66
150,Mogzon,RU,2021-12-22 02:20:03,51.7435,111.9606,-15.12,96,52,2.06
151,Georgetown,MY,2021-12-22 02:19:04,5.4112,100.3354,82.33,84,20,1.14
152,Saint Anthony,US,2021-12-22 02:15:08,45.0205,-93.218,15.64,75,40,5.99
153,Salalah,OM,2021-12-22 02:20:04,17.0151,54.0924,75.29,69,75,3.44
154,Rivers,CA,2021-12-22 02:20:04,50.0308,-100.2403,-1.25,100,85,3.6
155,Alghero,IT,2021-12-22 02:20:04,40.5589,8.3181,51.98,93,0,3.44
156,Mogadishu,SO,2021-12-22 02:20:05,2.0371,45.3438,78.24,80,100,18.5
157,Lagoa,PT,2021-12-22 02:20:05,39.05,-27.9833,58.95,68,96,36.01
158,Hermanus,ZA,2021-12-22 02:20:05,-34.4187,19.2345,68.9,92,91,5.61
159,Viedma,AR,2021-12-22 02:20:06,-40.8135,-62.9967,60.64,68,5,11.5
160,Yellowknife,CA,2021-12-22 02:20:06,62.456,-114.3525,-21.44,69,90,4.61
161,La Salle,US,2021-12-22 02:20:06,41.3334,-89.0918,33.82,68,1,10.36
162,Harindanga,IN,2021-12-22 02:20:07,22.0383,88.3214,60.78,44,0,4.68
163,Constitucion,CL,2021-12-22 02:15:56,-35.3333,-72.4167,61.83,58,0,10.83
164,Tomball,US,2021-12-22 02:20:07,30.0972,-95.6161,54.52,84,1,0.0
165,Chokurdakh,RU,2021-12-22 02:20:07,70.6333,147.9167,-9.96,97,100,9.22
166,Ambilobe,MG,2021-12-22 02:20:08,-13.2,49.05,76.32,90,44,2.19
167,Funadhoo,MV,2021-12-22 02:20:08,6.15,73.2667,81.0,72,100,4.16
168,Sabya,SA,2021-12-22 02:20:08,17.1495,42.6254,80.22,81,39,4.59
169,Usogorsk,RU,2021-12-22 02:20:09,63.4106,48.6872,-0.26,96,100,6.04
170,Carnarvon,AU,2021-12-22 02:20:09,-24.8667,113.6333,77.07,61,5,21.85
171,Fort Nelson,CA,2021-12-22 02:20:09,58.8053,-122.7002,4.59,85,90,2.3
172,Danshui,CN,2021-12-22 02:20:09,22.7984,114.4672,68.65,70,92,6.87
173,Mount Isa,AU,2021-12-22 02:20:10,-20.7333,139.5,96.57,30,1,5.75
174,Maarianhamina,AX,2021-12-22 02:15:19,60.0973,19.9348,4.86,85,0,2.3
175,Dickson,US,2021-12-22 02:20:10,36.077,-87.3878,45.05,73,75,6.91
176,Urumqi,CN,2021-12-22 02:20:11,43.801,87.6005,9.55,85,4,2.24
177,Winsum,NL,2021-12-22 02:20:11,53.33,6.5208,29.98,95,24,7.63
178,Qaanaaq,GL,2021-12-22 02:15:16,77.484,-69.3632,25.41,68,94,5.3
179,Kieta,PG,2021-12-22 02:20:11,-6.2167,155.6333,84.96,74,94,4.85
180,Gari,RU,2021-12-22 02:20:12,59.4307,62.3497,6.51,96,100,6.15
181,Ust-Barguzin,RU,2021-12-22 02:20:12,53.45,108.9833,-8.37,97,100,5.68
182,Katsuura,JP,2021-12-22 02:20:12,35.1333,140.3,55.51,67,2,13.38
183,Caravelas,BR,2021-12-22 02:21:12,-17.7125,-39.2481,73.27,94,29,4.65
184,Bossangoa,CF,2021-12-22 02:21:13,6.4926,17.4552,71.51,40,12,4.21
185,Charters Towers,AU,2021-12-22 02:21:13,-20.1,146.2667,92.39,29,1,5.1
186,Vaitape,PF,2021-12-22 02:21:13,-16.5167,-151.75,79.11,75,100,10.74
187,Abu Samrah,SY,2021-12-22 02:21:14,35.3029,37.1841,46.58,92,48,5.1
188,Antalaha,MG,2021-12-22 02:21:14,-14.9003,50.2788,75.69,93,85,2.26
189,Faya,SA,2021-12-22 02:21:14,18.3851,42.4509,51.91,91,95,2.04
190,Teahupoo,PF,2021-12-22 02:21:15,-17.8333,-149.2667,75.16,78,100,14.07
191,Souillac,MU,2021-12-22 02:21:15,-20.5167,57.5167,79.18,78,75,14.97
192,Chippewa Falls,US,2021-12-22 02:17:34,44.9369,-91.3929,17.78,77,90,6.91
193,Kambove,CD,2021-12-22 02:21:16,-10.8764,26.5969,62.24,98,100,2.75
194,Avera,US,2021-12-22 02:21:16,33.194,-82.5271,42.71,92,100,8.05
195,Ampanihy,MG,2021-12-22 02:21:16,-24.7,44.75,69.55,88,64,4.59
196,Karatau,KZ,2021-12-22 02:21:16,43.1667,70.4667,54.3,54,63,24.0
197,Dharchula,IN,2021-12-22 02:21:17,29.85,80.5333,44.47,29,74,8.46
198,Puerto Madryn,AR,2021-12-22 02:20:55,-42.7692,-65.0385,61.83,58,0,9.04
199,Henties Bay,NA,2021-12-22 02:21:17,-22.116,14.2845,61.86,88,0,4.16
200,Puerto Escondido,MX,2021-12-22 02:21:18,15.85,-97.0667,81.43,69,75,3.44
201,Dudinka,RU,2021-12-22 02:21:18,69.4058,86.1778,-15.9,86,100,8.86
202,Vao,NC,2021-12-22 02:21:18,-22.6667,167.4833,77.5,78,79,11.63
203,Lata,PT,2021-12-22 02:21:19,40.1629,-8.3327,57.92,89,94,7.9
204,Dakar,SN,2021-12-22 02:21:19,14.6937,-17.4441,74.28,67,100,12.37
205,Kruisfontein,ZA,2021-12-22 02:21:19,-34.0033,24.7314,63.88,97,100,5.14
206,Praia,CV,2021-12-22 02:21:19,14.9215,-23.5087,72.14,83,20,16.11
207,Strezhevoy,RU,2021-12-22 02:21:20,60.7333,77.5889,8.58,93,100,13.96
208,Moron,AR,2021-12-22 02:21:20,-34.6534,-58.6198,76.01,70,31,5.99
209,Tiksi,RU,2021-12-22 02:21:20,71.6872,128.8694,-22.61,98,66,9.4
210,Camargo,MX,2021-12-22 02:21:21,27.6667,-105.1667,59.41,22,57,3.74
211,Feijo,BR,2021-12-22 02:21:21,-8.1642,-70.3536,74.05,99,100,2.75
212,Vila Franca Do Campo,PT,2021-12-22 02:21:21,37.7167,-25.4333,61.21,93,100,19.24
213,Fairmont,US,2021-12-22 02:21:22,39.4851,-80.1426,37.18,87,83,4.0
214,Porbandar,IN,2021-12-22 02:17:08,21.6422,69.6093,53.58,76,20,4.61
215,Rawson,AR,2021-12-22 02:21:22,-43.3002,-65.1023,63.12,51,1,9.48
216,Sao Pedro Do Sul,BR,2021-12-22 02:21:22,-29.6206,-54.1789,68.65,90,31,4.9
217,Banyo,CM,2021-12-22 02:21:23,6.75,11.8167,66.45,39,61,2.64
218,Inhambane,MZ,2021-12-22 02:21:23,-23.865,35.3833,71.29,75,89,3.94
219,Nanortalik,GL,2021-12-22 02:21:24,60.1432,-45.2371,36.86,86,100,14.41
220,Torbat-E Jam,IR,2021-12-22 02:21:24,35.244,60.6225,48.15,74,4,2.46
221,Axim,GH,2021-12-22 02:21:24,4.8699,-2.2405,78.39,75,56,0.72
222,Kaitangata,NZ,2021-12-22 02:21:24,-46.2817,169.8464,69.85,47,62,9.42
223,Hamilton,US,2021-12-22 02:19:37,39.1834,-84.5333,40.39,82,1,3.0
224,Nemuro,JP,2021-12-22 02:21:25,43.3236,145.575,30.63,60,97,13.33
225,Grindavik,IS,2021-12-22 02:21:25,63.8424,-22.4338,39.15,87,75,8.05
226,Sibu,MY,2021-12-22 02:21:26,2.3,111.8167,86.31,79,40,1.14
227,Aklavik,CA,2021-12-22 02:21:26,68.2191,-135.0107,0.43,86,100,14.72
228,Manokwari,ID,2021-12-22 02:22:26,-0.8667,134.0833,78.22,90,100,11.32
229,Srednekolymsk,RU,2021-12-22 02:22:26,67.45,153.6833,-36.38,99,34,5.53
230,Waipawa,NZ,2021-12-22 02:22:27,-41.4122,175.5153,70.43,50,4,16.33
231,Tilichiki,RU,2021-12-22 02:22:27,60.4667,166.1,-1.16,91,100,14.16
232,Kyshtovka,RU,2021-12-22 02:22:28,56.555,76.6271,16.02,93,100,11.7
233,Kurduvadi,IN,2021-12-22 02:22:28,18.0833,75.4333,65.07,52,18,3.51
234,Zalari,RU,2021-12-22 02:22:28,53.5584,102.5065,-26.72,99,31,1.95
235,Gravdal,NO,2021-12-22 02:22:28,68.1214,13.5031,29.48,61,62,6.62
236,Bara,NG,2021-12-22 02:22:29,10.3744,10.7288,64.15,35,4,8.14
237,Bengkulu,ID,2021-12-22 02:22:29,-3.8004,102.2655,81.54,70,7,4.27
238,Saint-Philippe,RE,2021-12-22 02:22:29,-21.3585,55.7679,76.59,89,100,14.61
239,The Valley,AI,2021-12-22 02:22:30,18.217,-63.0578,79.11,70,13,20.78
240,Lompoc,US,2021-12-22 02:19:49,34.6391,-120.4579,55.54,85,1,0.0
241,Kloulklubed,PW,2021-12-22 02:22:30,7.0419,134.2556,84.7,68,61,21.3
242,Zhigansk,RU,2021-12-22 02:22:30,66.7697,123.3711,-48.06,97,96,4.83
243,Mingshui,CN,2021-12-22 02:22:31,36.7167,117.5,47.59,47,0,3.13
244,Ardakan,IR,2021-12-22 02:22:31,32.31,54.0175,50.38,52,100,6.71
245,Hay River,CA,2021-12-22 02:20:54,60.8156,-115.7999,-13.02,77,75,5.75
246,Boa Vista,BR,2021-12-22 02:22:32,2.8197,-60.6733,84.18,65,75,9.22
247,Alegrete,BR,2021-12-22 02:22:32,-29.7831,-55.7919,72.95,67,9,7.36
248,Pavlogradka,RU,2021-12-22 02:22:32,54.2024,73.5592,21.07,90,99,16.2
249,Fukue,JP,2021-12-22 02:22:33,32.6881,128.8419,59.36,55,20,8.05
250,Longyearbyen,SJ,2021-12-22 02:22:33,78.2186,15.6401,17.44,93,90,2.3
251,Gwanda,ZW,2021-12-22 02:22:33,-20.9333,29.0,66.49,89,100,7.11
252,Yulara,AU,2021-12-22 02:22:33,-25.2406,130.9889,94.84,24,0,8.05
253,Cobh,IE,2021-12-22 02:22:34,51.8572,-8.2992,47.44,90,75,13.0
254,Takoradi,GH,2021-12-22 02:22:34,4.8845,-1.7554,78.58,70,79,3.09
255,Hobyo,SO,2021-12-22 02:22:34,5.3505,48.5268,77.49,77,70,15.26
256,Zangakatun,AM,2021-12-22 02:22:35,39.8212,45.0406,20.59,76,79,2.55
257,Vestmannaeyjar,IS,2021-12-22 02:22:35,63.4427,-20.2734,40.32,80,100,18.43
258,Svetlyy,RU,2021-12-22 02:22:35,54.675,20.1347,12.25,89,91,4.81
259,Oxford,GB,2021-12-22 02:20:55,51.7522,-1.256,34.11,92,100,2.3
260,Polovinnoye,RU,2021-12-22 02:22:36,54.7914,65.9864,30.18,92,100,12.15
261,Provideniya,RU,2021-12-22 02:22:36,64.3833,-173.3,10.51,72,0,8.95
262,Senneterre,CA,2021-12-22 02:22:37,48.3835,-77.2328,8.82,88,100,6.44
263,Port Lincoln,AU,2021-12-22 02:22:37,-34.7333,135.8667,66.36,65,38,12.41
264,Tambilil,PH,2021-12-22 02:22:37,5.9622,124.6697,80.38,81,100,3.6
265,Flinders,AU,2021-12-22 02:22:37,-34.5833,150.8552,82.8,68,100,9.44
266,Port Blair,IN,2021-12-22 02:22:38,11.6667,92.75,79.16,74,26,6.04
267,Ostrovnoy,RU,2021-12-22 02:22:38,68.0531,39.5131,22.87,94,100,18.34
268,Esil,KZ,2021-12-22 02:22:38,51.9556,66.4042,30.56,86,100,18.75
269,Cedar City,US,2021-12-22 02:19:41,37.6775,-113.0619,38.37,41,90,8.05
270,Mahebourg,MU,2021-12-22 02:22:39,-20.4081,57.7,79.09,78,75,14.97
271,Uarini,BR,2021-12-22 02:22:39,-2.99,-65.1083,74.79,97,100,1.92
272,Saint Stephen,GB,2021-12-22 02:22:40,50.3333,-4.9,44.55,87,100,27.63
273,Huarmey,PE,2021-12-22 02:22:40,-10.0681,-78.1522,68.4,83,94,7.16
274,Namibe,AO,2021-12-22 02:23:40,-15.1961,12.1522,67.87,79,14,8.75
275,Matay,EG,2021-12-22 02:23:41,28.419,30.7792,49.14,67,0,5.5
276,Innisfail,AU,2021-12-22 02:23:41,-17.5333,146.0333,97.88,53,46,9.62
277,San Policarpo,PH,2021-12-22 02:23:41,12.1791,125.5072,81.28,80,100,5.82
278,Isangel,VU,2021-12-22 02:23:42,-19.55,169.2667,84.31,84,75,0.0
279,Challans,FR,2021-12-22 02:23:42,46.8436,-1.8749,31.26,73,46,10.22
280,Ponta Do Sol,PT,2021-12-22 02:23:42,32.6667,-17.1,66.7,86,98,8.61
281,Bayshore Gardens,US,2021-12-22 02:23:43,27.4253,-82.5904,65.14,76,90,12.66
282,Mitsamiouli,KM,2021-12-22 02:23:43,-11.3847,43.2844,80.13,72,1,3.13
283,Teruel,ES,2021-12-22 02:23:43,40.6667,-0.6667,35.08,84,40,6.31
284,Paita,PE,2021-12-22 02:23:44,-5.0892,-81.1144,66.76,85,16,10.38
285,Sakakah,SA,2021-12-22 02:23:44,29.9697,40.2064,40.57,51,0,3.47
286,Sao Filipe,CV,2021-12-22 02:23:44,14.8961,-24.4956,74.34,73,95,9.35
287,Biak,ID,2021-12-22 02:23:44,-0.9131,122.8766,81.61,67,100,1.63
288,Vardo,NO,2021-12-22 02:23:45,70.3705,31.1107,31.32,92,100,26.33
289,Guerrero Negro,MX,2021-12-22 02:23:45,27.9769,-114.0611,63.59,53,100,12.75
290,Morondava,MG,2021-12-22 02:23:45,-20.2833,44.2833,77.94,74,90,1.77
291,Hue,VN,2021-12-22 02:23:46,16.4667,107.6,68.11,94,75,4.61
292,Mataram,ID,2021-12-22 02:23:46,-8.5833,116.1167,88.61,72,98,2.42
293,Sayat,TM,2021-12-22 02:23:46,38.7839,63.8803,44.47,51,26,7.0
