City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Salo,IT,2021-12-22 02:23:47,45.6086,10.531,43.0,78,94,1.19
295,El Cope,PA,2021-12-22 02:23:47,8.6167,-80.6,68.85,89,100,2.37
296,Chililabombwe,ZM,2021-12-22 02:23:47,-12.3648,27.8229,62.56,98,100,1.5
297,Poya,NC,2021-12-22 02:23:48,-21.35,165.15,83.5,69,56,7.11
298,Kachiry,KZ,2021-12-22 02:23:48,53.0675,76.1036,19.76,92,98,14.9
299,Jacareacanga,BR,2021-12-22 02:23:48,-6.2222,-57.7528,74.8,98,100,1.28
300,Tessalit,ML,2021-12-22 02:23:49,20.1986,1.0114,67.28,15,100,11.52
301,Sangar,RU,2021-12-22 02:23:49,63.9242,127.4739,-53.95,100,77,1.81
302,Talnakh,RU,2021-12-22 02:23:49,69.4865,88.3972,-14.71,83,100,9.86
303,Borogontsy,RU,2021-12-22 02:23:50,62.6683,131.1683,-42.86,100,94,1.59
304,Gizo,SB,2021-12-22 02:23:50,-8.103,156.8419,84.76,72,24,3.29
305,Chicama,PE,2021-12-22 02:23:50,-7.8447,-79.1469,63.14,80,11,5.14
306,Shakawe,BW,2021-12-22 02:23:51,-18.3667,21.85,68.95,91,96,4.16
307,Ustyuzhna,RU,2021-12-22 02:23:51,58.8394,36.4321,-5.67,98,96,4.65
308,Waingapu,ID,2021-12-22 02:23:51,-9.6567,120.2641,87.4,66,100,4.54
309,Farmington,US,2021-12-22 02:19:03,36.7281,-108.2187,34.48,56,1,0.0
310,Berlevag,NO,2021-12-22 02:23:52,70.8578,29.0864,32.02,85,100,27.81
311,Chipiona,ES,2021-12-22 02:23:52,36.7366,-6.437,61.66,100,75,12.66
312,Road Town,VG,2021-12-22 02:23:52,18.4167,-64.6167,80.64,74,40,11.5
313,Zavyalovo,RU,2021-12-22 02:23:53,54.5053,82.4484,26.42,97,96,4.94
314,Pontes E Lacerda,BR,2021-12-22 02:23:53,-15.2261,-59.3353,72.25,97,100,1.9
315,San Patricio,US,2021-12-22 02:23:53,28.017,-97.5169,60.84,71,13,7.74
316,Necochea,AR,2021-12-22 02:23:54,-38.5473,-58.7368,67.19,63,6,10.18
317,Majene,ID,2021-12-22 02:23:55,-3.5403,118.9707,79.97,82,100,5.57
318,Yar-Sale,RU,2021-12-22 02:23:55,66.8333,70.8333,-11.92,100,95,8.61
319,Vila Velha,BR,2021-12-22 02:24:55,-20.3297,-40.2925,71.94,95,75,3.44
320,Honningsvag,NO,2021-12-22 02:24:56,70.9821,25.9704,30.25,68,100,16.91
321,Bathsheba,BB,2021-12-22 02:24:56,13.2167,-59.5167,79.41,78,40,18.41
322,Mossendjo,CG,2021-12-22 02:24:56,-2.9506,12.7261,72.32,94,100,1.28
323,Muravlenko,RU,2021-12-22 02:24:57,63.7898,74.523,7.45,96,100,14.65
324,Pilar,BR,2021-12-22 02:20:42,-9.5972,-35.9567,78.73,85,100,6.93
325,Saint-Pierre,RE,2021-12-22 02:24:57,-21.3393,55.4781,76.68,77,0,3.44
326,Robertsport,LR,2021-12-22 02:24:58,6.7533,-11.3686,79.77,78,24,4.09
327,Tabas,IR,2021-12-22 02:24:58,33.5959,56.9244,55.15,43,75,6.93
328,Chuguyevka,RU,2021-12-22 02:24:58,44.1653,133.8633,-0.51,80,99,4.63
329,Port Antonio,JM,2021-12-22 02:24:58,18.18,-76.4612,80.51,81,96,4.5
330,Fortuna,US,2021-12-22 02:23:31,40.5982,-124.1573,51.1,94,40,5.01
331,Gamba,GA,2021-12-22 02:24:59,-2.65,10.0,77.23,92,99,4.72
332,Ketchikan,US,2021-12-22 02:24:59,55.3422,-131.6461,34.27,100,90,20.71
333,Luanda,AO,2021-12-22 02:20:03,-8.8368,13.2343,75.2,88,75,6.91
334,Beian,NO,2021-12-22 02:25:00,63.6559,9.5683,35.69,87,75,14.97
335,Mathbaria,BD,2021-12-22 02:25:00,22.2876,89.9593,61.41,60,0,1.43
336,Manta,EC,2021-12-22 02:25:01,-0.95,-80.7333,73.18,83,40,6.91
337,Verkhoyansk,RU,2021-12-22 02:25:01,67.5447,133.385,-28.3,87,100,2.17
338,Malartic,CA,2021-12-22 02:25:01,48.1335,-78.1328,8.71,86,100,6.93
339,Cidreira,BR,2021-12-22 02:25:01,-30.1811,-50.2056,72.16,89,100,6.06
340,Gat,IL,2021-12-22 02:23:01,31.61,34.7642,54.28,100,66,11.99
341,Lorengau,PG,2021-12-22 02:25:02,-2.0226,147.2712,83.95,75,72,8.21
342,Diapaga,BF,2021-12-22 02:25:02,12.0708,1.7889,68.85,24,0,8.32
343,Sola,VU,2021-12-22 02:25:03,-13.8833,167.55,82.67,69,100,5.08
344,Talara,PE,2021-12-22 02:25:03,-4.5772,-81.2719,66.96,88,0,11.5
345,Francistown,BW,2021-12-22 02:25:03,-21.17,27.5079,66.72,88,84,7.56
346,Mizan Teferi,ET,2021-12-22 02:25:03,6.9833,35.5833,62.22,90,62,2.48
347,Santa Maria,BR,2021-12-22 02:25:04,-29.6842,-53.8069,69.1,94,40,3.44
348,Ojojona,HN,2021-12-22 02:25:04,13.9339,-87.2958,65.5,73,20,6.91
349,Roros,NO,2021-12-22 02:25:04,62.5747,11.3842,19.24,93,90,4.61
350,Kachug,RU,2021-12-22 02:25:05,53.9606,105.8817,-27.44,97,8,1.19
351,Klaksvik,FO,2021-12-22 02:25:05,62.2266,-6.589,32.92,68,100,8.99
352,Istria,RO,2021-12-22 02:25:05,44.5667,28.7167,18.37,55,7,4.16
353,Gilbues,BR,2021-12-22 02:25:06,-9.8317,-45.3439,71.76,94,100,2.93
354,Saldanha,ZA,2021-12-22 02:25:06,-33.0117,17.9442,66.25,97,29,8.39
355,Puro,PH,2021-12-22 02:25:06,12.4841,123.3827,80.73,79,100,5.32
356,San Quintin,MX,2021-12-22 02:25:07,30.4833,-115.95,59.47,73,100,7.83
357,Seaford,GB,2021-12-22 02:25:07,50.7714,0.1027,42.1,81,85,1.01
358,Shingu,JP,2021-12-22 02:25:07,33.7333,135.9833,58.19,50,4,5.7
359,Stornoway,GB,2021-12-22 02:25:08,58.2093,-6.3865,39.16,81,40,4.61
360,Vzmorye,RU,2021-12-22 02:25:08,54.6961,20.2361,12.29,91,90,3.22
361,Izumo,JP,2021-12-22 02:25:08,35.3667,132.7667,49.95,87,75,11.5
362,Aguas Vermelhas,BR,2021-12-22 02:25:09,-15.7472,-41.46,65.32,99,86,2.19
363,Saskylakh,RU,2021-12-22 02:25:09,71.9167,114.0833,-26.0,100,83,3.42
364,Mwinilunga,ZM,2021-12-22 02:25:09,-11.7358,24.4293,62.89,97,100,2.59
365,Barcelos,PT,2021-12-22 02:25:10,41.5388,-8.6151,60.28,86,91,8.1
366,Kumher,IN,2021-12-22 02:26:10,27.3167,77.3667,50.88,42,5,1.03
367,Kargasok,RU,2021-12-22 02:26:10,59.0556,80.8572,7.75,96,100,11.95
368,Broken Hill,AU,2021-12-22 02:26:10,-31.95,141.4333,85.71,23,1,17.27
369,Nyurba,RU,2021-12-22 02:26:11,63.2842,118.3319,-51.7,100,58,2.3
370,Ginir,ET,2021-12-22 02:26:11,7.1333,40.7,62.42,56,99,2.51
371,Saint George,US,2021-12-22 02:24:15,37.1041,-113.5841,40.62,68,1,3.44
372,Hithadhoo,MV,2021-12-22 02:26:11,-0.6,73.0833,81.32,70,46,1.23
373,Naze,JP,2021-12-22 02:26:12,28.3667,129.4833,63.52,88,100,3.56
374,Begoro,GH,2021-12-22 02:26:12,6.3871,-0.3774,71.73,45,72,2.37
375,San Juan,AR,2021-12-22 02:26:12,-31.5375,-68.5364,84.7,42,26,11.79
376,Pokrovsk,UA,2021-12-22 02:26:13,48.282,37.1758,12.76,74,100,14.09
377,Port Hardy,CA,2021-12-22 02:26:13,50.6996,-127.4199,37.76,93,90,18.41
378,Gniezno,PL,2021-12-22 02:26:13,52.5348,17.5826,24.39,66,100,5.19
379,Buritizeiro,BR,2021-12-22 02:22:08,-17.3511,-44.9622,69.26,96,51,2.57
380,Naron,ES,2021-12-22 02:26:14,43.5167,-8.1528,62.02,81,72,4.9
381,Chern,RU,2021-12-22 02:26:14,53.4523,36.9145,1.45,97,99,5.12
382,Ola,RU,2021-12-22 02:26:14,59.5833,151.2833,3.74,70,100,8.5
383,San Jose,US,2021-12-22 02:26:01,37.3394,-121.895,56.01,80,90,5.75
384,Broome,US,2021-12-22 02:26:15,42.2506,-75.833,35.91,76,1,7.0
385,Iquitos,PE,2021-12-22 02:26:15,-3.7481,-73.2472,78.84,83,75,10.36
386,Kidal,ML,2021-12-22 02:26:16,18.4411,1.4078,65.28,12,98,12.08
387,Touros,BR,2021-12-22 02:23:15,-5.1989,-35.4608,79.7,80,99,8.16
388,Luangwa,ZM,2021-12-22 02:26:16,-15.6167,30.4167,72.0,91,64,2.06
389,Kavaratti,IN,2021-12-22 02:26:16,10.5669,72.642,79.14,63,31,5.97
390,Huilong,CN,2021-12-22 02:26:17,31.8111,121.655,53.92,65,0,5.66
391,Dongsheng,CN,2021-12-22 02:26:17,39.8161,109.9776,25.27,38,0,4.41
392,Husavik,IS,2021-12-22 02:26:17,66.0449,-17.3389,15.71,85,79,11.74
393,Labuhan,ID,2021-12-22 02:26:18,-6.8844,112.2051,83.28,70,100,4.34
394,Yabrud,SY,2021-12-22 02:26:18,33.9674,36.6574,35.26,94,54,11.39
395,La Romana,DO,2021-12-22 02:22:26,18.4273,-68.9728,76.73,94,20,0.0
396,Punta Alta,AR,2021-12-22 02:26:18,-38.8759,-62.0736,67.35,81,1,17.05
397,Hovin,NO,2021-12-22 02:26:19,63.1055,10.225,31.95,88,100,3.98
398,Hovd,MN,2021-12-22 02:26:19,48.0056,91.6419,15.01,89,80,5.32
399,Atar,MR,2021-12-22 02:26:19,20.5169,-13.0499,69.28,26,55,5.23
400,Smithers,CA,2021-12-22 02:26:20,54.7804,-127.1743,12.52,85,90,2.3
401,Jaitaran,IN,2021-12-22 02:26:20,26.2031,73.9364,56.07,22,0,4.83
402,Cayenne,GF,2021-12-22 02:26:20,4.9333,-52.3333,79.09,89,75,5.99
403,Derzhavinsk,KZ,2021-12-22 02:26:21,51.1,66.3167,33.4,94,100,14.88
404,Pangody,RU,2021-12-22 02:26:21,65.85,74.4859,-5.78,97,100,11.1
405,Am Timan,TD,2021-12-22 02:26:21,11.0297,20.2827,71.38,29,15,6.08
406,Phan Thiet,VN,2021-12-22 02:26:22,10.9333,108.1,78.73,77,99,6.69
407,Garden City,US,2021-12-22 02:26:22,42.3256,-83.331,40.12,78,90,1.99
408,Banikoara,BJ,2021-12-22 02:26:22,11.2985,2.4386,69.6,24,2,7.2
409,Alanya,TR,2021-12-22 02:26:23,36.5438,31.9998,41.13,43,2,7.67
410,Fukuma,JP,2021-12-22 02:26:23,33.7667,130.4667,58.28,47,0,6.85
411,Tukrah,LY,2021-12-22 02:26:23,32.5341,20.5791,55.8,79,17,12.3
412,Wad Rawah,SD,2021-12-22 02:26:24,15.1603,33.1397,67.66,14,7,16.84
413,Bambous Virieux,MU,2021-12-22 02:27:24,-20.3428,57.7575,79.05,78,75,14.97
414,Pisco,PE,2021-12-22 02:27:24,-13.7,-76.2167,68.05,83,0,11.5
415,Kutum,SD,2021-12-22 02:27:25,14.2,24.6667,54.79,22,3,8.72
416,Bodden Town,KY,2021-12-22 02:27:25,19.2833,-81.25,80.01,78,20,4.0
417,Ancud,CL,2021-12-22 02:27:25,-41.8697,-73.8203,58.53,89,5,1.23
418,Barentu,ER,2021-12-22 02:27:25,15.1139,37.5928,63.61,86,55,5.1
419,San Carlos De Bariloche,AR,2021-12-22 02:26:32,-41.1456,-71.3082,62.35,48,0,8.05
420,Yagodnoye,RU,2021-12-22 02:27:26,62.55,149.6667,-34.82,96,95,4.45
421,Wajima,JP,2021-12-22 02:27:26,37.4,136.9,43.48,60,40,8.05
422,Dauriya,RU,2021-12-22 02:27:26,49.9333,116.8667,-15.34,81,13,2.17
423,Dondo,MZ,2021-12-22 02:27:27,-19.6094,34.7431,74.71,82,90,3.83
424,Koungou,YT,2021-12-22 02:27:27,-12.7336,45.2042,78.51,89,0,3.44
425,Brewster,US,2021-12-22 02:27:27,41.3973,-73.6171,40.15,77,90,3.44
426,Coihaique,CL,2021-12-22 02:27:28,-45.5752,-72.0662,60.75,59,5,1.14
427,Mayna,RU,2021-12-22 02:27:28,54.1135,47.6231,0.54,97,58,5.21
428,Ballina,AU,2021-12-22 02:27:28,-28.8667,153.5667,93.38,60,28,14.97
429,Ilulissat,GL,2021-12-22 02:27:29,69.2167,-51.1,41.02,36,39,26.46
430,Dobryanka,RU,2021-12-22 02:27:29,58.4619,56.4165,10.26,98,99,2.08
431,Maningrida,AU,2021-12-22 02:27:29,-12.0667,134.2667,91.78,51,98,9.04
432,Kupang,ID,2021-12-22 02:27:31,-10.1667,123.5833,84.78,84,75,6.91
433,Port-Cartier,CA,2021-12-22 02:27:06,50.0334,-66.8654,8.74,85,54,8.08
434,Petropavlovsk-Kamchatskiy,RU,2021-12-22 02:27:31,53.0452,158.6483,14.59,57,0,6.71
435,Lavrentiya,RU,2021-12-22 02:27:31,65.5833,-171.0,-3.23,75,100,3.8
436,Cartagena,CO,2021-12-22 02:23:49,10.3997,-75.5144,82.02,78,75,2.3
437,Mao,ES,2021-12-22 02:27:32,39.8885,4.2658,55.96,94,90,3.44
438,Milkovo,RU,2021-12-22 02:27:32,54.7167,158.6167,9.95,92,98,2.35
439,Huaidian,CN,2021-12-22 02:27:32,33.4333,115.0333,52.36,30,0,1.99
440,Atagay,RU,2021-12-22 02:27:33,55.1033,99.3875,-22.4,98,27,2.59
441,Andra,RU,2021-12-22 02:27:33,62.5147,65.8878,16.29,95,100,8.37
442,Solnechnyy,RU,2021-12-22 02:27:33,50.7214,136.6319,-6.36,80,50,3.13
443,Brae,GB,2021-12-22 02:27:34,60.3964,-1.353,39.11,75,100,7.81
444,Kasempa,ZM,2021-12-22 02:27:34,-13.4584,25.8338,64.9,91,100,2.51
445,Kalmunai,LK,2021-12-22 02:27:34,7.4167,81.8167,76.46,83,30,6.69
446,Beyneu,KZ,2021-12-22 02:27:35,45.3167,55.2,38.44,83,100,13.51
447,Skibbereen,IE,2021-12-22 02:27:35,51.55,-9.2667,48.0,93,100,23.87
448,Ahipara,NZ,2021-12-22 02:27:35,-35.1667,173.1667,72.82,61,100,10.22
449,Fujin,CN,2021-12-22 02:27:36,47.26,132.0322,-9.85,79,3,10.6
450,Kindu,CD,2021-12-22 02:27:36,-2.95,25.95,71.44,99,100,2.13
451,Nishihara,JP,2021-12-22 02:27:36,26.1842,127.7558,68.05,97,90,11.5
452,Pocatello,US,2021-12-22 02:25:29,42.8713,-112.4455,30.11,69,1,8.05
453,Narsaq,GL,2021-12-22 02:27:37,60.9167,-46.05,46.62,60,100,10.42
454,Pemba,MZ,2021-12-22 02:27:37,-12.974,40.5178,79.5,83,20,8.05
455,Roxana,CR,2021-12-22 02:27:37,10.2753,-83.7513,81.12,97,100,2.71
456,La Gomera,GT,2021-12-22 02:27:38,14.0833,-91.05,76.69,86,100,3.49
457,Sambava,MG,2021-12-22 02:27:38,-14.2667,50.1667,76.41,91,52,3.67
458,Egvekinot,RU,2021-12-22 02:27:38,66.3167,-179.1667,-13.83,77,97,6.26
459,Pyapon,MM,2021-12-22 02:27:39,16.2833,95.6833,74.68,73,6,5.79
460,Namatanai,PG,2021-12-22 02:27:39,-3.6667,152.4333,83.64,77,100,1.21
461,Teknaf,BD,2021-12-22 02:28:39,20.8624,92.3058,64.83,74,5,4.29
462,Anadyr,RU,2021-12-22 02:28:40,64.75,177.4833,-16.01,75,100,21.99
463,Tyrma,RU,2021-12-22 02:28:40,50.0833,132.1667,-17.1,91,87,1.81
464,Jacmel,HT,2021-12-22 02:28:40,18.2342,-72.5347,78.64,85,4,3.76
465,Meridian,US,2021-12-22 02:28:41,43.6121,-116.3915,38.08,88,1,0.0
466,Baykit,RU,2021-12-22 02:28:41,61.67,96.37,-21.21,98,100,1.7
467,Tete,MZ,2021-12-22 02:28:41,-16.1564,33.5867,80.69,74,40,8.05
468,Harper,LR,2021-12-22 02:28:41,4.375,-7.7169,79.47,81,40,3.94
469,Burkburnett,US,2021-12-22 02:28:42,34.0979,-98.5706,51.89,68,1,6.91
470,Synya,RU,2021-12-22 02:28:42,65.3718,58.0387,-11.99,96,97,3.18
471,Kampene,CD,2021-12-22 02:28:42,-3.6,26.6667,69.21,98,100,0.36
472,Kenai,US,2021-12-22 02:28:43,60.5544,-151.2583,12.09,89,1,3.44
473,Mayo,US,2021-12-22 02:28:43,38.8876,-76.5119,40.3,89,90,5.01
474,Kamaishi,JP,2021-12-22 02:28:43,39.2667,141.8833,36.55,55,4,16.08
475,Batagay,RU,2021-12-22 02:28:44,67.6333,134.6333,-30.14,89,100,2.71
476,Saint-Denis,FR,2021-12-22 02:28:44,48.9167,2.3333,31.14,94,75,1.99
477,Salinopolis,BR,2021-12-22 02:28:44,-0.6136,-47.3561,81.36,79,83,15.86
478,Arica,CL,2021-12-22 02:28:45,-18.475,-70.3042,70.03,64,90,2.3
479,Harrisburg,US,2021-12-22 02:24:35,40.2737,-76.8844,38.8,76,90,4.0
480,Kamenka,RU,2021-12-22 02:28:45,51.3223,42.7678,4.75,96,61,4.92
481,Senanga,ZM,2021-12-22 02:28:45,-16.1167,23.2667,66.49,96,100,1.63
482,Zarand,IR,2021-12-22 02:28:46,30.8127,56.564,50.54,53,41,0.76
483,Ipixuna,BR,2021-12-22 02:28:46,-1.7625,-48.8043,80.55,85,100,4.16
484,Kendari,ID,2021-12-22 02:28:46,-3.945,122.4989,79.2,85,100,7.27
485,Blacksburg,US,2021-12-22 02:27:29,37.2296,-80.4139,39.36,77,75,0.0
486,Cervo,ES,2021-12-22 02:28:47,43.6702,-7.4101,54.72,82,89,7.0
487,Makat,KZ,2021-12-22 02:28:47,47.6469,53.3463,29.8,78,100,11.92
488,Faanui,PF,2021-12-22 02:28:47,-16.4833,-151.75,79.14,75,100,10.69
489,Butler,US,2021-12-22 02:28:48,39.4501,-84.5666,39.76,82,6,1.01
490,Abha,SA,2021-12-22 02:28:48,18.2164,42.5053,51.62,93,100,0.0
491,Mikhaylovskoye,RU,2021-12-22 02:28:48,51.8239,79.7172,14.99,96,79,10.38
492,Nguruka,TZ,2021-12-22 02:28:49,-5.1092,31.0419,64.45,97,89,1.59
493,Ubinskoye,RU,2021-12-22 02:28:49,55.3068,79.6802,10.17,99,100,8.7
494,Lasa,IT,2021-12-22 02:28:49,46.6166,10.7002,31.46,43,0,4.52
495,Omboue,GA,2021-12-22 02:28:50,-1.5746,9.2618,77.9,91,100,5.32
496,Chumikan,RU,2021-12-22 02:28:50,54.7183,135.315,-18.78,75,100,13.98
497,San Felipe,VE,2021-12-22 02:28:50,10.3399,-68.7425,71.62,95,96,2.44
498,Xining,CN,2021-12-22 02:28:51,36.6167,101.7667,23.99,35,4,1.79
499,Kursavka,RU,2021-12-22 02:28:51,44.4564,42.5093,27.41,95,79,13.62
500,Sistranda,NO,2021-12-22 02:28:51,63.7256,8.834,35.56,96,100,12.8
501,Denia,ES,2021-12-22 02:28:51,38.8408,0.1057,57.47,92,100,3.0
502,Elizabeth City,US,2021-12-22 02:27:57,36.2946,-76.2511,53.98,96,90,8.05
503,Mayor Pablo Lagerenza,PY,2021-12-22 02:28:52,-19.9309,-60.7718,73.47,85,100,1.28
504,Gilgit,PK,2021-12-22 02:28:52,35.9221,74.3087,30.25,52,40,2.35
505,Kompaniyivka,UA,2021-12-22 02:28:52,48.2511,32.208,16.66,74,37,11.99
506,Humaita,BR,2021-12-22 02:28:53,-7.5061,-63.0208,75.33,94,100,1.3
507,Mali,GN,2021-12-22 02:28:53,12.079,-12.2982,60.46,24,100,2.73
508,Mazagao,BR,2021-12-22 02:29:54,-0.115,-51.2894,84.25,91,93,4.0
509,Antofagasta,CL,2021-12-22 02:29:54,-23.65,-70.4,65.48,79,100,3.31
510,Laguna,US,2021-12-22 02:29:54,38.421,-121.4238,48.04,89,90,3.0
511,Gurupa,BR,2021-12-22 02:29:55,-1.405,-51.64,76.35,86,95,2.95
512,Colares,PT,2021-12-22 02:29:55,38.7992,-9.4469,58.89,73,100,13.0
513,Jieshi,CN,2021-12-22 02:29:55,22.8134,115.8257,64.94,74,100,6.89
514,Tamasopo,MX,2021-12-22 02:29:56,21.9333,-99.4833,52.21,98,13,1.1
515,Capreol,CA,2021-12-22 02:29:56,46.706,-80.9225,20.55,91,90,3.0
516,Mirabad,AF,2021-12-22 02:29:56,30.4362,61.8383,58.8,28,6,3.98
517,Tonantins,BR,2021-12-22 02:29:56,-2.8731,-67.8022,74.5,97,100,1.28
518,Tiarei,PF,2021-12-22 02:29:57,-17.5333,-149.3333,80.62,79,99,15.61
519,Nuuk,GL,2021-12-22 02:29:57,64.1835,-51.7216,36.21,87,75,6.91
520,Huntingdon,GB,2021-12-22 02:29:57,52.3305,-0.1865,34.11,92,99,6.29
521,Port-Gentil,GA,2021-12-22 02:29:58,-0.7193,8.7815,80.74,80,100,5.73
522,Yeppoon,AU,2021-12-22 02:29:58,-23.1333,150.7333,89.38,55,0,9.75
523,Kokoda,PG,2021-12-22 02:29:58,-8.8785,147.7407,89.58,61,85,3.27
524,Kushima,JP,2021-12-22 02:29:59,31.4583,131.2333,59.04,51,0,1.45
525,Tirumullaivasal,IN,2021-12-22 02:29:59,11.2333,79.8333,73.35,78,29,7.36
526,Port Augusta,AU,2021-12-22 02:29:59,-32.5,137.7667,94.71,32,0,10.8
527,Samfya,ZM,2021-12-22 02:30:00,-11.3649,29.5565,65.77,94,100,3.94
528,Havoysund,NO,2021-12-22 02:30:00,70.9963,24.6622,20.28,74,100,10.16
529,Leningradskiy,RU,2021-12-22 02:30:00,69.3833,178.4167,-10.77,79,10,11.99
530,Kangaatsiaq,GL,2021-12-22 02:30:01,68.3065,-53.4641,28.87,70,94,12.5
531,Uusikaupunki,FI,2021-12-22 02:30:01,60.8004,21.4084,3.72,92,8,2.68
532,Itacare,BR,2021-12-22 02:30:01,-14.2775,-38.9967,75.0,91,98,5.01
533,Zeya,RU,2021-12-22 02:30:02,53.75,127.2667,-14.33,53,13,3.18
534,Igarka,RU,2021-12-22 02:30:02,67.4667,86.5833,-9.29,84,100,16.04
535,Alvorada,BR,2021-12-22 02:30:03,-12.48,-49.1247,73.42,96,100,4.25
536,Fare,PF,2021-12-22 02:30:04,-16.7,-151.0167,79.43,78,95,18.81
537,Cockburn Town,TC,2021-12-22 02:30:05,21.4612,-71.1419,79.03,67,38,16.93
538,Aksarka,RU,2021-12-22 02:30:05,66.5606,67.7975,-20.78,100,100,2.44
539,Omis,HR,2021-12-22 02:30:06,43.4447,16.6886,43.77,45,28,3.69
540,Mendeleyevsk,RU,2021-12-22 02:30:07,55.9082,52.2905,13.24,99,36,5.91
541,Quelimane,MZ,2021-12-22 02:30:07,-17.8786,36.8883,73.35,88,40,3.44
542,Aksu,CN,2021-12-22 02:30:07,41.1231,80.2644,25.83,49,0,3.49
543,Opole Lubelskie,PL,2021-12-22 02:30:08,51.1478,21.969,26.8,90,86,6.62
544,Sechura,PE,2021-12-22 02:30:08,-5.5569,-80.8222,68.76,79,14,11.18
545,Sur,OM,2021-12-22 02:30:09,22.5667,59.5289,71.71,49,41,1.63
546,Padang,ID,2021-12-22 02:30:09,-0.9492,100.3543,84.25,72,34,4.14
547,Dickinson,US,2021-12-22 02:30:10,29.4608,-95.0513,56.95,80,20,1.01
548,Westport,US,2021-12-22 02:30:10,41.1415,-73.3579,41.92,74,90,4.0
549,Mecca,SA,2021-12-22 02:30:02,21.4267,39.8261,66.47,40,0,5.14
550,Mount Gambier,AU,2021-12-22 02:30:10,-37.8333,140.7667,69.71,46,40,12.66
